t,state,p,acc,fitness,sample_count,step_seconds
0,CA,0.3333333333333333,0.4052,0.4052,336,0.0626524984836578
0,NY,0.3333333333333333,0.409,0.409,334,0.0626524984836578
0,TX,0.3333333333333333,0.3728,0.3728,330,0.0626524984836578
1,CA,0.3356102221160735,0.4052,0.4052,356,0.03920653834939
1,NY,0.3365177931693336,0.409,0.409,327,0.03920653834939
1,TX,0.3278719847145928,0.3728,0.3728,317,0.03920653834939
2,CA,0.337856899495526,0.4052,0.4052,341,0.0377243719995021
2,NY,0.3396866634389424,0.4092,0.4092,351,0.0377243719995021
2,TX,0.3224564370655317,0.3728,0.3728,308,0.0377243719995021
3,CA,0.340056386211867,0.4052,0.4052,311,0.0387643612921237
3,NY,0.3428712988527865,0.4092,0.4092,355,0.0387643612921237
3,TX,0.3170723149353464,0.3728,0.3728,334,0.0387643612921237
4,CA,0.3422243079906039,0.4054,0.4054,351,0.0379160605370998
4,NY,0.3460393955528154,0.409,0.409,340,0.0379160605370998
4,TX,0.3117362964565808,0.3728,0.3728,309,0.0379160605370998
5,CA,0.3444094877838013,0.4054,0.4054,317,0.0376898124814033
5,NY,0.3491409920186021,0.4092,0.4092,368,0.0376898124814033
5,TX,0.3064495201975965,0.3728,0.3728,315,0.0376898124814033
6,CA,0.3465457518817715,0.4052,0.4052,371,0.0384695567190647
6,NY,0.3522564868181144,0.409,0.409,327,0.0384695567190647
6,TX,0.301197761300114,0.3728,0.3728,302,0.0384695567190647
7,CA,0.3486348399261939,0.4052,0.4052,326,0.0386155247688293
7,NY,0.355338330055734,0.409,0.409,388,0.0386155247688293
7,TX,0.296026830018072,0.3728,0.3728,286,0.0386155247688293
8,CA,0.3506915173075259,0.4054,0.4054,350,0.0378374606370925
8,NY,0.3584011421842041,0.4092,0.4092,357,0.0378374606370925
8,TX,0.2909073405082698,0.3728,0.3728,293,0.0378374606370925
9,CA,0.3527299053718484,0.4052,0.4052,347,0.038937609642744
9,NY,0.361459040254159,0.409,0.409,368,0.038937609642744
9,TX,0.2858110543739926,0.3728,0.3728,285,0.038937609642744
10,CA,0.3547207881161571,0.4054,0.4054,349,0.038406204432249
10,NY,0.3644821816558945,0.4092,0.4092,362,0.038406204432249
10,TX,0.2807970302279481,0.3728,0.3728,289,0.038406204432249
11,CA,0.3566925591254835,0.4054,0.4054,360,0.0378271974623203
11,NY,0.3674991985320084,0.4092,0.4092,368,0.0378271974623203
11,TX,0.275808242342508,0.3728,0.3728,272,0.0378271974623203
12,CA,0.3586306168789718,0.4052,0.4052,360,0.0394830517470836
12,NY,0.3704950373220259,0.4092,0.4092,382,0.0394830517470836
