t,state,p,acc,fitness,sample_count,step_seconds
0,CA,0.3333333333333333,0.5892,0.5892,353,0.03553575277328491
0,NY,0.3333333333333333,0.5922,0.5922,324,0.03553575277328491
0,TX,0.3333333333333333,0.626,0.626,323,0.03553575277328491
1,CA,0.33057369888089194,0.5926,0.5926,316,0.032455071806907654
1,NY,0.3311977368223988,0.5926,0.5926,319,0.032455071806907654
1,TX,0.3382285642967092,0.6272,0.6272,365,0.032455071806907654
2,CA,0.32816230385068035,0.58,0.58,322,0.0323406420648098
2,NY,0.3287817896998825,0.5924,0.5924,333,0.0323406420648098
2,TX,0.3430559064494371,0.618,0.618,345,0.0323406420648098
3,CA,0.324646054495537,0.5912,0.5912,315,0.03227142244577408
3,NY,0.32781156737723105,0.593,0.593,325,0.03227142244577408
3,TX,0.347542378127232,0.626,0.626,360,0.03227142244577408
4,CA,0.3220785477094575,0.5784,0.5784,313,0.03226076252758503
4,NY,0.32558692053418536,0.5926,0.5926,307,0.03226076252758503
4,TX,0.3523345317563571,0.6188,0.6188,380,0.03226076252758503
5,CA,0.31827600256604904,0.594,0.594,320,0.032287973910570145
5,NY,0.32463749968721917,0.5914,0.5914,325,0.032287973910570145
5,TX,0.35708649774673185,0.6272,0.6272,355,0.032287973910570145
6,CA,0.3160924631513782,0.5832,0.5832,303,0.03218303248286247
6,NY,0.32188442823521185,0.5954,0.5954,346,0.03218303248286247
6,TX,0.3620231086134101,0.619,0.619,351,0.03218303248286247
7,CA,0.31275640458550175,0.5888,0.5888,328,0.0320185050368309
7,NY,0.3209414756031776,0.5922,0.5922,325,0.0320185050368309
7,TX,0.3663021198113207,0.626,0.626,347,0.0320185050368309
8,CA,0.30988581805965093,0.5752,0.5752,293,0.032204583287239075
8,NY,0.31867626819217426,0.6,0.6,327,0.032204583287239075
8,TX,0.37143791374817475,0.6082,0.6082,380,0.032204583287239075
9,CA,0.3059697811837396,0.576,0.576,302,0.03223756514489651
9,NY,0.3196029925039513,0.598,0.598,314,0.03223756514489651
9,TX,0.3744272263123091,0.6142,0.6142,384,0.03223756514489651
10,CA,0.3018831744987765,0.5794,0.5794,317,0.03203895501792431
10,NY,0.3197361720475809,0.5966,0.5966,320,0.03203895501792431
10,TX,0.3783806534536425,0.6164,0.6164,363,0.03203895501792431
11,CA,0.2982015267286046,0.5694,0.5694,293,0.03218231350183487
11,NY,0.3192763256832963,0.6012,0.6012,316,0.03218231350183487
11,TX,0.3825221475880991,0.5958,0.5958,391,0.03218231350183487
12,CA,0.29440254980047487,0.592,0.592,299,0.03227274306118488
12,NY,0.3215957897542035,0.593,0.593,320,0.03227274306118488
12,TX,0.3840016604453217,0.6256,0.6256,381,0.03227274306118488
13,CA,0.29197722200886694,0.5948,0.5948,312,0.03221190348267555
13,NY,0.31914678363681714,0.591,0.591,320,0.03221190348267555
