t,state,p,acc,fitness,sample_count,step_seconds
0,CA,0.3333333333333333,0.773,0.773,327,0.0615704394876956
0,NY,0.3333333333333333,0.7496,0.7496,317,0.0615704394876956
0,TX,0.3333333333333333,0.7726,0.7726,356,0.0615704394876956
1,CA,0.3348315455506874,0.7758,0.7758,329,0.0384249687194824
1,NY,0.3304124490104245,0.7542,0.7542,323,0.0384249687194824
1,TX,0.334756005438888,0.7696,0.7696,348,0.0384249687194824
2,CA,0.3365776241648842,0.7712,0.7712,334,0.0385923720896244
2,NY,0.3280955423807609,0.7526,0.7526,338,0.0385923720896244
2,TX,0.3353268334543547,0.776,0.776,328,0.0385923720896244
3,CA,0.3374335929598919,0.771,0.771,342,0.0376340113580226
3,NY,0.3254757298601111,0.7554,0.7554,309,0.0376340113580226
3,TX,0.3370906771799969,0.7728,0.7728,349,0.0376340113580226
4,CA,0.3382875557061801,0.777,0.777,328,0.0468860454857349
4,NY,0.3234251946268643,0.7512,0.7512,340,0.0468860454857349
4,TX,0.3382872496669555,0.771,0.771,332,0.0468860454857349
5,CA,0.3402740695042982,0.7706,0.7706,327,0.0387772470712661
5,NY,0.3206010954287885,0.7526,0.7526,354,0.0387772470712661
5,TX,0.3391248350669134,0.7694,0.7694,319,0.0387772470712661
6,CA,0.341465470711247,0.7764,0.7764,347,0.0386947579681873
6,NY,0.3184529587884262,0.7544,0.7544,308,0.0386947579681873
6,TX,0.3400815705003268,0.7674,0.7674,345,0.0386947579681873
7,CA,0.3434115531345603,0.7716,0.7716,362,0.0377540327608585
7,NY,0.3163014990739189,0.7526,0.7526,324,0.0377540327608585
7,TX,0.3402869477915206,0.7684,0.7684,314,0.0377540327608585
8,CA,0.3447931090563677,0.7732,0.7732,337,0.0379873812198638
8,NY,0.3141680828099192,0.7556,0.7556,327,0.0379873812198638
8,TX,0.341038808133713,0.7696,0.7696,336,0.0379873812198638
9,CA,0.3461120312889899,0.7726,0.7726,349,0.0381045565009117
9,NY,0.3122396345481807,0.755,0.755,303,0.0381045565009117
9,TX,0.3416483341628294,0.774,0.774,348,0.0381045565009117
10,CA,0.3470944361925965,0.7686,0.7686,310,0.0378475785255432
10,NY,0.3100168946538759,0.7524,0.7524,314,0.0378475785255432
10,TX,0.3428886691535274,0.7642,0.7642,376,0.0378475785255432
11,CA,0.348380917103461,0.7696,0.7696,350,0.0379268899559974
11,NY,0.3083157363351554,0.7506,0.7506,326,0.0379268899559974
11,TX,0.3433033465613836,0.7714,0.7714,324,0.0379268899559974
12,CA,0.3494155894565879,0.7646,0.7646,370,0.037222035229206
12,NY,0.3059112336662518,0.7482,0.7482,313,0.037222035229206
12,TX,0.3446731768771602,0.7674,0.7674,317,0.037222035229206
13,CA,0.3502197610585383,0.778,0.778,347,0.0380151383578777
13,NY,0.3037656320456568,0.7522,0.7522,328,0.0380151383578777
13,TX,0.3460146068958049,0.7728,0.7728,325,0.0380151383578777
14,CA,0.3521282305665427,0.7746,0.7746,367,0.0380699671804904
14,NY,0.3009890891659012,0.7502,0.7502,312,0.0380699671804904
14,TX,0.3468826802675562,0.769,0.769,321,0.0380699671804904
15,CA,0.3539806502028719,0.777,0.777,364,0.0387785658240318
15,NY,0.2984122404394527,0.7596,0.7596,284,0.0387785658240318
15,TX,0.3476071093576753,0.7744,0.7744,352,0.0387785658240318
16,CA,0.3551991916059855,0.7734,0.7734,328,0.0375278331339359
16,NY,0.2965074465858364,0.7546,0.7546,319,0.0375278331339359
16,TX,0.348293361808178,0.7764,0.7764,353,0.0375278331339359
17,CA,0.3561087327296115,0.7718,0.7718,326,0.0380161814391613
17,NY,0.2941153430895811,0.7554,0.7554,310,0.0380161814391613
17,TX,0.3497759241808074,0.77,0.77,364,0.0380161814391613
18,CA,0.3572081160656993,0.7656,0.7656,362,0.0379656553268432
18,NY,0.2922925671264017,0.7548,0.7548,284,0.0379656553268432
18,TX,0.350499316807899,0.767,0.767,354,0.0379656553268432
19,CA,0.3577483169728871,0.7778,0.7778,352,0.0380002632737159
19,NY,0.290943968661508,0.7518,0.7518,305,0.0380002632737159
19,TX,0.351307714365605,0.772,0.772,343,0.0380002632737159
20,CA,0.3596910549209663,0.769,0.769,362,0.0380554012954235
20,NY,0.2882458192895199,0.745,0.745,275,0.0380554012954235
20,TX,0.3520631257895137,0.765,0.765,363,0.0380554012954235
